Dates,Tweets
2023-02-03,"My name is Red, and I'm addicted to crunching ""the good ice"". https://t.co/XT154EcX8H"
2023-02-03,"@maheenblues @NFTgoat_art My Name Is Red 🌹
@kh_samira 
@yasnasketch https://t.co/ndqFFZJ3QA"
2023-02-03,@egospolishedgem it is !! bc my name is red
2023-02-03,"@merts_eth Gm
My Name Is Red 🌹 

https://t.co/KyNndtVPSs https://t.co/8GI0ZIz02y"
2023-02-03,"@Hellerkoalas My Name Is Red 🌹 

https://t.co/KyNndtVPSs https://t.co/YUSMVvGTfU"
2023-02-03,"@90BE90 My Name Is Red 🌹 

https://t.co/KyNndtVPSs https://t.co/0rv3DkqhIZ"
2023-02-03,"@aydasalamii @Mathouttt @EpikNFT @NeginSaeid @halfdrunk8 @TinaRokhfrouz So gorgeous,  hug love ❤️ 
My Name Is Red 🌹
1/10.36 Eth
@Najmehban 
@kh_samira https://t.co/XtchtcMDC7"
2023-02-03,"@AKeenReader @erinkburrell And, the deluge begins with the 16th century: 
Sovereign by C. J. Sansom. 
The tournament by Matthew Reilly. 
Hamnet by Maggie O'Farrell. 
My name is Red by Orhan Pamuk; translated from the Turkish by Erdağ Göknar https://t.co/6H6wSf0TFQ"
2023-02-02,"@punk7635 My Name Is Red 🌹 
0.36 eth
https://t.co/KyNndtVi2U https://t.co/CHk9Q5ldMb"
2023-02-02,"@Sinbadilmarino Gm☕
""My name is red"" is my newest artwork https://t.co/7Ds33dEqBv"
2023-02-02,"@Heliyaart @TwitPitch2 @betlisart1 Masterpiece, hug thanks my dear ♥️

My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/AMfTg8rfYT"
2023-02-02,"@mal_nft @sven_nft @RealDonaldNFTs My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/ie3TijiMdM"
2023-02-02,My Name is Red but in 2023.
2023-02-02,"@lilkooky32 My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/bne9o6l56n"
2023-02-02,"@TaxwriteoffNft My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/4BoUYdtPAD"
2023-02-02,"@Dix_0x1 My name is Red
0.36 $Seth 
On fnd https://t.co/wg21ZyxP2V"
2023-02-02,my name is violet is obviously my name is red lmao
2023-02-02,我的名字叫紫？ 跟Orhan Pamuk的My Name Is Red有关？ https://t.co/V8VHd3lGuR
2023-02-02,"@model_ashe ""My name is Red"""
2023-02-02,"@literarybase Karyanya pak Gabo masuk nggak sih? 100 Tahun Kesunyian.
Atau Orhan Pamuk My Name is Red. LOTR trilogy. 
Tapi 100 tahun kemudian bakalan asik ya kalau mereka terkesima sama genre distopia macem THG, Divergent, Maze Runner."
2023-02-01,@tweeter_anita @DalrympleWill @EmpirePodUK It’s so enjoyable to listen to because you are evidently enjoying yourselves making it. Can we hear about Ottoman and Persianate miniature painting by way of My Name is Red? Also Siyah Qalam aka Mohammed of the Black Pen  album’s blend of Chinese Persian shamanism motifs.
2023-02-01,"@WhirlwindUprise ""No its fine I don't believe we've met though? My name is Red"" https://t.co/PTh6LcWUao"
2023-01-31,"#Bakersfield, CA: Hi, my name is RED (CP)! I’m a super confident, people-friendly orange kitty! Who wouldn’t want a handsome, outgoing boy like me to be their BFF (Best Furr Friend)! I was rescued with my brothers... https://t.co/pGcOfO0g2i 
#RehomeHour #US #cats #adoptdontshop https://t.co/aowOW85H0X"
2023-01-31,"#Bakersfield, CA: Hi, my name is RED (CP)! I’m a super confident, people-friendly orange kitty! Who wouldn’t want a handsome, outgoing boy like me to be their BFF (Best Furr Friend)! I was rescued with my brothers... https://t.co/pGcOfO0g2i 
#RehomeHour #US #cats #adoptdontshop https://t.co/YOjLPp5pdf"
2023-01-31,@NonsensicalNemo My name is red 😍
2023-01-31,"help me pick. my grandma who i love dearly recommended the baldacci thriller, a colleague recommended my name is red. poll in next tweet https://t.co/PamrGrso3D"
2023-01-31,"On page 56 of 417 of My Name Is Red, by Orhan Pamuk https://t.co/Y1FuIUUqxt"
2023-01-31,My name is Red Apple Cass I'm 12 years old and i'm pregnant as FUCK!
2023-01-31,@waitaminyunki omg this is so nice 🥹 my name is red!
2023-01-30,"@iVibrant_NFT My Name Is Red 🌹

https://t.co/KyNndtVPSs https://t.co/3XDYn9Yeft"
2023-01-30,ต่อไปอ่านเรื่อง my name is red เล่มหนาปาหัวหมาแตก
2023-01-30,@Atoxicnightmar3 Fem!Red: My name is Red.
2023-01-30,@SupboisPVZ @QuarantinedGost @DynoHive @gimmickannoying @Internet_TLCM Please tell me my name is red too
2023-01-30,"@wildcardsbf Hi, my name is Red WildCardsBF. I am seventeen years old. I am very similar to you. Did I mention to you that I’m dead? A few years ago a twitter user HiddenKledge pushed me down a sewer hole to try and embarrass me. When I didn't come back up the police came."
2023-01-29,@theabolaji My name is red sea cos I want you to pass thru me 😢
2023-01-29,"#Bakersfield, CA: Hi, my name is RED (CP)! I’m a super confident, people-friendly orange kitty! Who wouldn’t want a handsome, outgoing boy like me to be their BFF (Best Furr Friend)! I was rescued with my brothers... https://t.co/pGcOfO0NRQ 
#adoptdontshop #Delano #cats #kittens https://t.co/Bli0NcuYPw"
2023-01-29,@yalda_alaei یلدا my name is red رو خوندی؟ خیلی ازش لذت بردم
2023-01-29,@TheFrenchNugget Hi my name is red iberia I am a Siberia warlord and I have killed my son that never existed
2023-01-29,"@FazilBukhari5 -War and peace
-My name is red
- Aristotle Politics 
من کی دنیا-"
2023-01-29,"@akiren_amamiya ""Well my name is Red"" https://t.co/QnGdnojNKY"
2023-01-29,"@PabloPunkasso Gm🌹
My Name Is Red  

https://t.co/KyNndtVPSs https://t.co/mKrksyNH5X"
2023-01-28,"@EywaNgahu_ ""Oh uh my name is Red"""
2023-01-28,"@FATALF00L ""Well my name is Red"" https://t.co/eto3TEcmlm"
2023-01-28,"@eywasbrightest ""Oh my name is Red! You?"""
2023-01-27,"emg surga bgt, years ago beli my name is red di sini, dapet murah dan masih ok bgt kualitasnya 👍🏻 https://t.co/nZtFoi8cla"
2023-01-27,"Hello and welcome!! 💖
My name is Red! I’m a 19 year old digital art student! 💕 ( soon to be 20! ) I love to draw cute, nostalgic stuff most of the time! 🎀 I’m not too active on Twitter but I try to be! I’m mostly active on Insta: Redasii, if you wanna give me a follow! ❤️ https://t.co/JLTNMXksQG"
2023-01-27,"@hopelesslypure ""My name is Red"""
2023-01-26,"I bought this book as a gift on occasion of my PhD graduation because My Name is Red(红Hong). After several months of reading I would say it’s magnificent! I agreed driving force is the curiosity and joy of innovation no matter you are a painter, calligrapher or chemist 👩‍🔬 👨‍🔬 https://t.co/59QOa8w3b0"
2023-01-26,"Hello, my name is Red Flag 🤝🏻🚩 https://t.co/Vx3vw0dNfM"
2023-01-26,"@kalanysian ในอาณาจักรออโตมานนั้น รักแท้ต้องเป็นชายกับชายเท่านั้น ชายรักหญิงเพื่อมีลูกเฉยๆ จาก Orhan Pamuk ""My name is red"""
2023-01-26,My name is Red Apple Cass I'm 12 years old and i'm pregnant as FUCK!
2023-01-26,@mary_f_2017 Oh my gosh! Orhan Pamuk is also the reason I started learning Turkish! I want to read 'My Name Is Red' in the original language ☺️
2023-01-26,"@PHANT0MTH13F ""My name is Red"""
2023-01-25,"“I DON'T WANT TO BE A TREE, I WANT TO BE ITS MEANING” ORPHAN PAMUK, MY NAME IS RED, by Lois Marie Harrod https://t.co/q2MWhYRNRH https://t.co/katzG3SxWO"
2023-01-25,@WH0LELOTTAMIKEY It's Shinigami Eyes if your name is green that means you support trans people if your name is red that means you HATE trans people and my name is red like nigga
2023-01-25,"my name is red
ted"
2023-01-24,“my name is Red” - Orhan Pamuk
2023-01-24,@leaf_swan My name is red🌹🌹 https://t.co/NSnqpYoda4
2023-01-24,@OGCollective200 My Name Is Red 🌹 https://t.co/ZAdecMEw9Q
2023-01-24,"@BenjaminBitcoin My Name Is Red 🌹 

https://t.co/KyNndtVPSs https://t.co/vgmHQ0ElWh"
2023-01-24,"@KsantinoBartist My Name Is Red 🌹 

https://t.co/KyNndtVPSs https://t.co/gcSqx3c5Sp"
2023-01-24,"@smd1878 @foundation My Name Is Red 🌹 

https://t.co/KyNndtVPSs"
2023-01-24,@EnderCilnt pleased to meet you your highnesses my name is red thunder https://t.co/HWRNovXJHE
2023-01-24,"🌹 My Name Is Red 🌹 by @KhadijehMohseni ❤️

A rose is growing inside me,
And I own my whole loneliness. https://t.co/BNP408VoAZ"
2023-01-24,"@mirroredstage ""My name is Red"". Red smiled brightly. ""What else do you remember Camilo?"""
2023-01-24,"@AbhinavAgarwal ""My name is Red"""
2023-01-24,"Hello, my name is Red. I create art and comics

He/They | 21 | With love!❤️

My work: https://t.co/RefI7cdRPV
Support me: https://t.co/sudIITcGXJ
My Tumblr: https://t.co/6NGRGcrrIg

Thank you! https://t.co/RFHjeriIeJ"
2023-01-24,"“For if a lover’s face survives emblazoned on your heart, the world is still your home.”     chapter 7;  ‘My Name is Red’, by Orhan Pamuk."
2023-01-23,"@shahriyar_shams سرت سلامت باشه
یادمه وقتی اون توییتت رو خوندم چقدر حس بدبختی و بیچارگی میکردم و الان جون دوباره گرفتم
واقعا ممنونم ازت"
2023-01-23,"@yalda_alaei کلا داستان این حسن فیروزی خیلی عجیبه چون هیچ جا اصلا حرفی از اینکه به چه جرمی گرفتنش نبود عکسایی که از شکنجه ها پخش میشد از کجا به بیرون درز کرده بود 
فقط یکبار گفتن خانمش به یه اکانتی پیام داده بود
در هرحال داستانش بو داره
کاش،چندتا آدم خبره و اهل فن بتونن حقیقتو روشن کنن"
2023-01-23,"@emmerz_artz ... Well, orangeade...? by the way, don't call me that.
(Crunches his forehead.)

My name is Red Son.
(*threatening)"
2023-01-23,@Hellbar666 @Daddy_Toffee me too because my name is red
2023-01-23,Just started reading My Name Is Red which is set In Constantinople in the 1590s and won the Nobel Prize for literature
2023-01-22,"""My Name is Red"" by Orhan Pamuk https://t.co/E3LsuPbnIp via @ladyleemanila"
2023-01-22,"@ManuelaBoatca Absolutely. I enjoyed a lot My Name is Red in English, much less when I read it French."
2023-01-22,"@tothemax2050 Right now I remember My name is Red by Orhan Pamuk. The White Castle by Orhan Pamuk, White Tiger by Arvind Adiga, Beyond the last blue mountain: a life of J.R.D. Tata by R M Lala..."
2023-01-22,“My Name is Red” by Orhan Pamuk https://t.co/Rde4Yz1mac
2023-01-21,Hello. My name is Red Panda Onyx. https://t.co/Z9QrhXqbbx
2023-01-21,"@ELLl3WlLLlAMS ""Easy there I'm not looking for a fight"". Red would put up his hands slightly. ""My name is Red...and you are?"""
2023-01-21,"@nftfreaks My Name Is Red 🌹 

https://t.co/KyNndtVi2U"
2023-01-21,"@tustont My Name Is Red 🌹 
Breathe 🌹 https://t.co/GR8v5qgj4n"
2023-01-21,"@cryptokiddo7 My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/5CR4rd4xZf"
2023-01-21,@masumineso ME WHEN I GET VOTED FOR ASKING WHY MY NAME IS RED
2023-01-21,"“I don't want to be a tree; I want to be its meaning.” - Orhan Pamuk, quote from My Name is Red. #Islamabad: 20.January.2023 https://t.co/GVwqozUNjN"
2023-01-21,"OK, for some book titles - or rather, authors - here goes:

Umberto Eco - any titles but ‘The Prague Cemetery’ is awesome 

Orhan Pamuk - several titles but ‘My Name is Red’ was my first

Henry Hemming - ‘Agents of Influence’ the only title I’ve read but he has many"
2023-01-21,"@OfSongcords @xspiritofeywa ""Hello! My name is Red it's nice to meet you"""
2023-01-20,"@JumaanBoruto but all that left his mouth was a two sharp breaths.

Close enough.

🖊 | It seems you and I are more alike than I thought. Both of us have clear goals, similar as well.

My name is Red. What's yours? |"
2023-01-19,"@FLOATINGHEROICS ""My name is Red"""
2023-01-19,"@Loopythedragon *deep voice* Hello, my name is Red, I'm a dragon/human hybrid with cyborg features. I used to be worshipped by humans until they turn against me except for one who help me recover my injuries and that's why I have my left eye, left leg and right arm as a cyborg. https://t.co/Voetk8YkDP"
2023-01-19,"@coolestmadrigal ""Well my name is Red...though you don't look familiar too but its nice meeting a boy my age"""
2023-01-19,My Name Is Red(meat) https://t.co/PhQLLzVK95
2023-01-19,"@AjaanMark many times. and not just for eating!

while you wait to go, a good reading: ""My Name Is Red"" by Pamuk"
2023-01-19,"Believe💫Hope💫Inspire
 🚨Support Spotlight🚨
    Today’s focus is on, 
🌟@KhadijehMohseni🌟
     ""My Name Is Red""  
A stunning piece from the ""Women Emotions"" collection by the amazing artist, Tige. You can find her beautiful art with the link on her profile. 
#InspireArtists https://t.co/jkz8yBRGNw"
2023-01-18,@AliceDeveley My Name Is Red - Orhan Pamuk
2023-01-18,"@LadyBugTheHero ""Hmm?"" Red would just look at Ladybug but shrug it off. ""My name is Red"""
2023-01-18,"@nepunepunep_u ""Well my name is Red I've been staying with Neptune for a few days now"""
2023-01-18,"@VootSelect @BeingSalmanKhan @ColorsTV @archanagautamm @NimritAhluwalia I don't want to be a tree; I want to be its meaning. - Orhan Pamuk,  My Name is Red
#NimritKaurAhluwalia #NimritIsTheBoss #Nimritians @VootSelect @justvoot"
2023-01-18,"@AmongUsGame I don't know, but my name is red for some reason"
2023-01-18,"“Dogs do speak, but only to those who know how to listen.”

-Orhan Pamuk, My Name is Red"
2023-01-18,@BreeZalea Hi my name is red
2023-01-17,"Hello, my name is Red and I still make the puppets do a little song and goddamn dance.

Ao3 ➡️ https://t.co/uHP0de89gL

Tumblr ➡️ https://t.co/itEjubHY2h

CuriousCat ➡️https://t.co/F9iBqbsu1W"
2023-01-17,@mitsleo99 My name is red and a country without a post office are sooooo good. You’ll love them!
2023-01-17,@WealthInc247 My Name is Red
2023-01-17,"Oiya... ""My name is red"" basically Turkish version of a psychological drama IMO"
2023-01-17,"I've also been reading a lot of Turkish literature. Some of my favorites include Orhan Pamuk's ""My Name is Red"" and ""Istanbul: Memories and the City"". And at that time I was like ""damn... The country for sure has a rich cultural heritage."""
2023-01-17,@_my_name_is_red @borhanimohsen1 چونکه صحبت ها ، فرا فکنی بیش نیستن،  تو فکر کردی آقای برهانی شما چیزی سرش می‌شه ؟
2023-01-17,@Aaayushiiiiiii My name is Red by Orhan Pamuk
2023-01-17,@meeware My Name is Red
2023-01-17,MY NAME IS RED mengambil setting di masa kekuasaan Sultan Utsmaniyah Murat III [1574-1595].
2023-01-17,"MY NAME IS RED
- Orhan Pamuk

Karya-karya Pamuk umumnya berisikan kegamangan atau hilangnya identitas yg sebagian ditimbulkan oleh benturan antara nilai² Eropa dan Islam.

MY NAME IS RED, kisah indah dan memikat ini -meski prosanya terasa 'aneh' dan kadang sulit dipahami- https://t.co/2U20t9tg17"
2023-01-16,@ZBwahoo My name is red
2023-01-16,"@TheTLS In my creative writing course the first challenge was to write the most original opening to a novel.  And to inspire my students I handed out Orhan Pamuk's remarkable opening to My Name is Red:  'I am nothing but a corpse, a body at the bottom of a well.' etc"
2023-01-16,@Natesuki1 ???: thanks and I think i should tell you my name is red
2023-01-15,"@nepunepunep_u ""Mmm...my name is Red it's nice to meet you Neptune"""
2023-01-15,"@TheRoseofItaly --rushed him off the stage. Backstage Elvis whispered something into Red's ear and Red gave Elvis a smile and nodded his head. 

Red headed out to the crowd and found the young woman in the first row. He knelt in front of her.

""Howdy, my name is Red West, I have someone who-"
2023-01-15,"@1500tasvir بیاین قلبهای یکی یکی مارو هم در بیارین
فکر میکنین با این کارا فراموش میشن؟ یا کسی نمیاد مراسمشون؟ خاک بر سرت جمهوری اسلامی که انقدر پست و حقیر و بدبختی"
2023-01-14,"A moment to cherish “My Name Is Red”.
#novel #OrhanPamuk"
2023-01-14,"Suit Checkers

""Your name is Black Adam? Well then, hello! My name is Red Shazam!""

#actionfigures,#DC,#dccomics,#Shazam,#BlackAdam https://t.co/MRG3zLYFiC"
2023-01-14,@_my_name_is_red @borhanimohsen1 ایشون که وکیله ظاهرا خیلی هم به قانون مسلط چرا وکالت زندانی ها رو قبول نمیکنه؟
2023-01-13,"@maroofian_n از قشنگترین عکسایی که دیدم
مراقب خودت باش"
2023-01-13,@leytonuntidy my name is red
2023-01-13,"@allahbakhshii واقعا هیچ جای دنیا باورشون نمیشه که تو ایران بخاطر عقایدمون مارو اعدام میکنن
تو قرن ۲۱"
2023-01-13,@mr_torkaman @mtorkamaan1995 قلبممم...چقدر دردناک بود این توییت
2023-01-13,@jason_balducci @alillustratorr @foundation My Name Is Red 🌹 https://t.co/qn3dVwsPq5
2023-01-13,"@EmpressTrash @memcxi My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/PkljfFrlZH"
2023-01-13,"@sssscrap My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/hpJXxEDwyO"
2023-01-13,"@brainksy My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/uu3g9lYx7d"
2023-01-13,@MarlonNFTs @Elmira_moohel My Name Is Red 🌹 https://t.co/I75rh12TzB
2023-01-12,"@Sophie76234034 Hello, my name is Red, I'm your mother's... Friend"
2023-01-12,@katieemorann My Name is Red
2023-01-12,@lizziespeller Yes!  I have twice read about 2/3 of Snow but gave up.  My Name is Red was the only book I ever intentionally left on an airplane.
2023-01-12,@lizziespeller My Name is Red.
2023-01-12,"YO! My name is Red!
I'm a Kitty Shark Boi that will light up your life!
TIME TO PARTY!!
you'll see me at the arcade soon baby~
Come follow me for some fun! Share this post too! Much love
#vtuber #vtuberen #envtuber #VtuberUprisings #VtuberSupport #VTubersAreStillWatching #vtubers https://t.co/hSO9d4eHGo"
2023-01-12,"@thomasgpadilla ''There is but one serious philosophical problem, and that is suicide."" - Albert Camus, The Myth of Sisyphus

""I am nothing but a corpse now, a body at the bottom of the well."" - Orhan Pamuk, My Name is Red"
2023-01-12,"YO! My name is Red!
I'm a Kitty Shark Boi that will light up your life!
TIME TO PARTY!!
you'll see me at the arcade soon baby~
Tumblr is where ill be most active
https://t.co/mu6vay3iEb
#vtuber #vtuberen #envtuber #VtuberUprisings #VtuberSupport #VTubersAreStillWatching #vtubers https://t.co/fF5OKghrzx"
2023-01-11,"@bahaar_hamdami @TheBigGooey @arian_mohazab @enderozelnft You are super talented fam.
Hug thanks ❤️🫂
My Name Is Red 🌹
@kh_samira
@yasnasketch
https://t.co/KyNndtVi2U https://t.co/LEBY794Exx"
2023-01-11,"@jason_balducci @nm_arte_ @foundation My Name Is Red 🌹 

https://t.co/KyNndtVPSs"
2023-01-11,"@miiladmoghadam @ebrahimelmii @Mariamovahed369 I love your amazing artwork,  big thanks fam 💎🌹💎My Name Is Red 🌹

0.36 $Seth 
@kh_samira 
@bahaar_hamdami https://t.co/tAkB6KFPOV"
2023-01-11,"@mal_nft My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/lm8ZOOXFLF"
2023-01-11,"@Rinnka_kartinka @RealKatoOG @katokrew My Name Is Red 🌹

https://t.co/KyNndtVi2U
@kh_samira 
@bahaar_hamdami https://t.co/k5Swc4YvIm"
2023-01-11,"@Punk8745 My Name Is Red 🌹

https://t.co/KyNndtVi2U https://t.co/4eLvaR8s8o"
2023-01-11,"@yalda_alaei منم همینطور
تا مدت ها ارزو میکردم یه خبر فیک باشه که از طرف سایبریاس چون واقعا این حجم از شکنجه و عذاب برام قابل تصور نیست...من اصلا نمیدونم چه جرمی هم انداختن گردنش"
2023-01-11,"My Name is Red (Namaku Merah Kirmizi) 
Orhan Pamuk (Peraih Nobel Sastra 2006) 
. 
Serambi, 2006.
Kondisi bekas. Kertas koran. 725 hlm. 
Penerjemah: Attan Verin
. 
.
Rp. 80.000 https://t.co/9CptDjoKIR"
2023-01-10,"@brainksy My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/SFqB0j6VFa"
2023-01-10,@AtiyeTavakolnia چشمتون روشن مراقب سلامتیش و چکاپ و این صحبتام باشید❤❤
2023-01-10,"@TwitPitch2 My Name Is Red 🌹

https://t.co/KyNndtVi2U https://t.co/7My3krKbze"
2023-01-10,"""My name is Red"" by my dear friend @KhadijehMohseni 🫂❤
Her art is really beautiful and unique

Link below👇❤ https://t.co/7zvO71tWLd"
2023-01-10,"@0xmd10 My Name Is Red 🌹 

https://t.co/KyNndtVPSs https://t.co/AJR5UvWQ1t"
2023-01-10,"@exolorian My Name Is Red 🌹 
On FND
https://t.co/KyNndtVi2U https://t.co/EQW96XTOWB"
2023-01-10,"@SuperRareRoses ""My Name Is Red""🌹  is my last  piece on FND https://t.co/zhHy0HUqk9"
2023-01-10,"@aquamariart @sendr0ck @Triz_Draw @TheLittleShishi @Alexandra_Saula So amazing my dear sis.💎💖💎
Hug thanks 🫂

My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/UCH2vp2XXf"
2023-01-10,"@miiladmoghadam @Tinaa_omo @sepicaso @ataher33 @saharrococo @mpozzecco @Nikmohseni @sonyaillust @Maz_arte @soliiiart1 @mohamaadNft @Narciss369 @mahsan_khoshhal @Mariamovahed369 So beautiful,  big thanks fam 
💎🌹💎
My Name Is Red 🌹

https://t.co/KyNndtVi2U

@kh_samira 
@MinaaEth https://t.co/zWcfueivXw"
2023-01-10,"Hello #PortfolioDay 💙
My name is Red, an illustrator from the Philippines who does work for comics, albums, and books. You'll see me painting a lot of dark fantasy in blue colour schemes, and a lot of hands. https://t.co/9z28azz13V"
2023-01-10,@masoudkazemi81 اینا موندنی نیستن خودشون از همه بهتر میدونن
2023-01-10,"pov: (caption) Red like wine
comment 1 : my name is wine
comment 2 : hi, my name is red 😊"
2023-01-10,@CaptainSamMuse “My name is Red” she held out her hand
2023-01-10,"@TacticalLass ""My name is Red! What about you?"""
2023-01-10,"My Name Is Red 🌹 

https://t.co/KyNndtVPSs"
2023-01-09,"@borhanimohsen1 اقای برهانی اگر دستتون میرسه و میتونین کاری کنین که حداقل برای نجات جون بقیه مفید باشه
بعد از اعدام محسن عزیزمون از این دسته صحبت ها زیاد شنیدیم..نتیجه اش چی بود؟"
2023-01-09,"My name is red by wonderful @KhadijehMohseni 
#NFTCommunity"
2023-01-09,"My Name Is Red 🌹 

https://t.co/KyNndtVPSs"
2023-01-09,"Hi, my dear friends #NFTCommunity 💖

I just added ""My Name Is Red"" 🌹 to my ""women Emotions "" collection. 
I'm glad to see my artwork. 

Link:🔻 https://t.co/keM9xD6aXM"
2023-01-09,@friend_of_hume متاسفانه همینطوره...عکس و اسم و داستان های زندگیشون تاثیر گذاره که از اونها هیچی نمیبینیم...اسم و فامیلاشونم همه شبیه به همه برای همین تو ذهن ها بولد نمیشه
2023-01-09,@ssunrise11 دیگه هیچ چیزی تو دنیا وجود نداره که از شرایط الان بدتر باشه..قذافی هم اگه زنده بود و میذاشتنش فرقی نمیکرد فقط بازی روانیه وگرنه اینا دیگه تمام ورقاشون رو شده
2023-01-09,@AbolfazlNorani @shahriyar_shams اسم و رسم تورو برای اینده نگه میدارم که بفهمی پفیوز کیه...برو به درک قاتل حرومزاده جانی
2023-01-09,"@shahriyar_shams من بمیرم برات بچه..تو تمام این روزها هر لحظه بهت فکر کردم گریه کردم اگه قبول میکردن با تمام وجود حاضر بودم به جات بمیرم
تو مگه چه گناهی کردی"
2023-01-09,@WrittenN0tes My name is Red by Orhan Pamuk
2023-01-09,"My Name Is Red 🌹 

https://t.co/KyNndtVPSs"
2023-01-09,@PalomarRo My Name Is Red 🌹 https://t.co/4jBI6aWzWH
2023-01-09,@seedphrase My Name Is Red 🌹 https://t.co/uBGqzFnbNr
2023-01-09,"@lordneutron My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/8brOz4ZWWR"
2023-01-08,"@DdpAaMQ37GUFAfo فقط بلاک
هیچ خودتونو اذیت نکنین
اینا شغلشونه حرومزادگی"
2023-01-08,"@F_karamizand یه روزم نامه شون میاد که هرچه سریعتر فرار کنین وگرنه تیکه پاره مون میکنن
میرسه اون روز حرومزاده ها که نابودیتونو ببینیم"
2023-01-08,@amirreiis اما دیگه میدونیم اینجا قانون هیچ معنایی نداره
2023-01-08,"@AtenaDaemi کاش چندتا ادم مشهور پا میشدن لااقل میرفتن
اونارو که کاریشون ندارن
چرا ما انقدر بدبخت و بی کسیم؟
اینا چه جور حرومزاده هایین اخه
#محمد_قبادلو
#محمد_بروغنی"
2023-01-08,"@FarahmandAlipur بنظر من توییتش واقعا خوب بوده فکر نکنین این حرفا برای این ادما بی هزینه اس اما همینکه اینجوری نوشته باعث میشه بقیه هم کم کم شجاع بشن
میرسه اون روز که لیگ فوتبالم تعطیل میشه و همه متحد میشن"
2023-01-08,"@1500tasvir نتونستیم نجاتتون بدیم
اما یه روزی که اصلا دیر نیست میایم و کنارتون جشن پیروزی میگیریم و از اون ببعد دیگه هیچ بیگناهی کشته نمیشه
تا ابد داغدارتونم تا ابد
#سيدمحمد_حسينى 
#محمدمهدی_کرمی"
2023-01-08,"@IranIntl این روزا همش به فیلم پرزیدنت مخملباف فکر میکنم
امیدوارم واقعی بشه"
2023-01-08,"@SaTavZ اخ قلبممم تکه پاره شد...پیر شدیم همه موهامون سفید شد همه روزامون به گریه گذشت
لعنت بهشون"
2023-01-08,"@Juicedupmangoes My name is Red Stripe Logan, i was a notorious bank robber on the west coast active between 1976-1979 where i was presumed dead in a police shootout. I survived and have been living my life away from society using the money I stole."
2023-01-07,@masoudkazemi81 حالت تهوع گرفتم...مرده شور اذانتونو ببرن و موذناتون
2023-01-07,"@FardadFarahzad شاشیدم تو مغزت و توییت زدنت
حرومزاده"
2023-01-07,@DdpAaMQ37GUFAfo یه بازی مزخرف نصب کن رو گوشیت و انقدر بازی کن تا از حال بری
2023-01-07,@_my_name_is_red سلامت باشید. خبرهای خوبی به امید خدا خواهیم شنید.
2023-01-07,@_my_name_is_red اونکه 100% ولی حال عجیبیه 😔😔
2023-01-07,@janjani_1370 هممون همینطوریم ولی نباید تسلیم بشیم
2023-01-07,"@Fereshtetabani1 خسته نباشید خیلی ممنونیم ازتون
به امید شنیدن یک خبر خوب توی این ماتمکده ای که برامون ساختن"
2023-01-07,@ekra_sensei my name is red😜
2023-01-07,"🎁 I just unboxed my Sui Holiday Capy! ❄️
Create your own Capy here:  https://t.co/MY47CHuYfd #CapyHolidays Hello,everyone,my name is RED DEER,SOOOOOOO GLAD TO MEET U GUYS!! https://t.co/bDQh3EpY5E"
2023-01-07,@_my_name_is_red برای همین اصلا توییت گذاشتم، اتفاقا با تمام غم شهدا و اعدامی ها این که مثل همه دیکتاتوری ها هیچ روش دیگه ای بلد نیستن جذابه برام، گرچه روش دیگه ای هم موجود نیست
2023-01-07,"@yasafshin1989 مرسی میبینم حتما..دراینکه جنایتکار و کثیفن شکی نیست ولی گنده گوزیم زیاد میکنن...مث همون انتقام سخت
در هرحال رفتنی ان این حرومزاده ها"
2023-01-07,"A 2023 Book Thread!

1) My Name is Red - Orhan Pamuk

Bought in @MarrowboneBooks and started Months ago in Istanbul before being neglected by me, and then picked up again and finished in a bit of a rush of delight.
A little mini journey that seems to fit with the book. https://t.co/cNutJmWsdz"
2023-01-07,@_my_name_is_red یکی از فرماندهان سپاه در سخنرانی در ظاهر خظاب به امریکا گفته که اگر قصد براندازی داره باید از دریای خون رد بشه، عصر ایران با ویدیو در سایتش گذاشته،
2023-01-07,@gh0lch0magh این کصافطا خودشونم به این چیزا اعتقاد ندارن...این مرخرفات رو فقط واسه اون احمقایی میگن که طرفدارشونن
2023-01-07,@yasafshin1989 چیه داستانش؟ میشه لینکی چیزی بذارین که ببینم؟
2023-01-07,@_my_name_is_red @sinaaaaaa_sina مامانش یه بدبخت تو سری خور کیر ندیده س که حاضر به ازدواج با همچین کثافطی شده و خودشم گاوه،نمیتونم مقصر بدونمش خیلی
